temperature,humidity,pressure,soil_raw,soilMoisture,vpd_kpa,et0_proxy,heat_stress,moisture_deficit,dry_hot_index,pump_historical,irrigate,relayStatus,targetValue,device_id
32.19162455,59.64859301,854.63,924.1754133,90.95165462594602,1.9394925041293352,5.27005716932364,0.64895306875,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
35.7290513,69.34994159,857.01,401.4952493,12.976581811970771,1.7940229984427063,5.792931750340999,1.0,0.7837236364671537,0.743366375294883,1,1,ON,100.0,esp32-irrigation
22.62732984,50.96885041,853.59,693.6749208,56.564865296124324,1.3467536345895226,3.2007993696807664,0.0,0.057252245064594594,0.047902289814585504,0,1,ON,100.0,esp32-irrigation
31.61827775,62.14365628,851.78,398.488903,12.528085603787659,1.7615189769427677,5.001509730326688,0.5772847187500001,0.7911985732702057,0.7440271119714804,1,1,ON,100.0,esp32-irrigation
29.86596628,75.2706511,852.76,610.9725248,44.22706142647103,1.0412425251338362,4.075847640556103,0.3582457849999998,0.26288230955881614,0.19987221473391723,1,1,ON,100.0,esp32-irrigation
24.19754699,44.83529542,856.98,506.4048566,28.62732739508238,1.665688263537146,3.6537291762490742,0.0,0.5228778767486271,0.47917682401516615,1,1,ON,100.0,esp32-irrigation
24.91222857,44.54538979,855.43,731.7547666,62.245736608087775,1.747515542338807,3.827349194860618,0.0,0.0,0.0,0,1,ON,100.0,esp32-irrigation
23.94828469,76.42347719,853.4,863.5063924,81.90085903801534,0.7013232194019842,2.969874331548582,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
25.23651133,51.31257887,855.85,895.81224,86.7203471158663,1.5641710552190669,3.7519785554988188,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
31.09212269,38.62614319,854.11,439.7016469,18.676332519976764,2.7717710476900126,5.56438532457418,0.51151533625,0.6887277913337205,0.6887277913337205,1,1,ON,100.0,esp32-irrigation
27.33736531,61.05962015,856.74,880.9507041,84.50325639051404,1.4160737866533737,3.98151392006403,0.04217066374999989,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
26.74934787,56.04137589,852.63,713.5380891,59.528115293322884,1.5443746697404148,3.9836917140184043,0.0,0.007864745111285269,0.006968900839101066,0,1,ON,100.0,esp32-irrigation
21.36677755,49.64147192,854.22,589.737332,41.059128493782204,1.2809145220679083,2.9744549393490294,0.0,0.3156811917702966,0.25893075160571755,1,1,ON,100.0,esp32-irrigation
21.94951202,47.90370377,853.99,955.4146134,95.61201687081561,1.3731572441001834,3.1156956066178445,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
25.07360753,69.09578913,850.93,321.7377305,1.078103996593026,0.9832772001892662,3.318436251507681,0.0,0.9820316000567828,0.732418120578696,1,1,ON,100.0,esp32-irrigation
30.49472928,77.68885424,854.68,399.3534438,12.657060522817975,0.9738735736821764,4.114181935006958,0.4368411600000002,0.7890489912863672,0.5866329858817764,1,1,ON,100.0,esp32-irrigation
34.95107323,65.18342573,854.06,375.3130154,9.070633709480633,1.9523373516229066,5.807477882227426,0.9938841537499998,0.8488227715086561,0.8387084861854345,1,1,ON,100.0,esp32-irrigation
29.39140922,43.74302238,854.09,732.7081562,62.38796627089182,2.3049494197675493,5.058907873158185,0.2989261525,0.0,0.0,0,1,ON,100.0,esp32-irrigation
18.23216026,67.52258734,854.83,742.6354412,63.86894990875584,0.6801781350671979,2.225889775041137,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
27.55169062,65.16688,850.76,535.369764,32.94840349309373,1.2826864866858152,3.912375984996558,0.06896132749999984,0.4508599417817712,0.37000795956874344,1,1,ON,100.0,esp32-irrigation
29.76739106,75.23687082,852.98,657.8871424,51.22593181673862,1.0367781646901357,4.0569169743597095,0.34592388250000017,0.14623446972102297,0.11102041114346084,1,1,ON,100.0,esp32-irrigation
26.31360596,61.53205765,853.59,551.1378456,35.30073556073405,1.3172428584247537,3.7446183591926423,0.0,0.4116544073210992,0.34138941070624773,1,1,ON,100.0,esp32-irrigation
19.73742076,69.88302827,853.23,694.4871207,56.686031834868274,0.6928538676130636,2.419606580196431,0.0,0.055232802752195435,0.037183466627589735,0,0,OFF,0.0,esp32-irrigation
26.65230538,65.06504994,854.0,926.32183,91.27186382843574,1.220367312001164,3.7249741559059104,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
26.10497323,64.14603057,855.48,677.0286429,54.08152113896177,1.2127086202013242,3.6355257037837485,0.0,0.0986413143506372,0.07922645023057018,1,1,ON,100.0,esp32-irrigation
18.62938351,46.78770285,860.08,940.80097,93.43190752924039,1.1425196815035759,2.512214655089299,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
20.33003553,46.23138007,855.6,914.1188799,89.45138930475972,1.2831781876579063,2.82586678312949,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
24.10797043,74.61265567,855.35,681.4306828,54.73823131350844,0.7624606123843531,3.0322393396571474,0.0,0.08769614477485928,0.06056428644962616,1,0,OFF,0.0,esp32-irrigation
25.37298077,63.96610751,854.37,766.5916511,67.44281274105452,1.1670804021915464,3.492031794836657,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
32.12412901,56.49534371,848.95,332.1993221,2.638797175605791,2.083102601359645,5.390125695743493,0.6405161262499997,0.9560200470732368,0.9560200470732368,1,1,ON,100.0,esp32-irrigation
29.23046572,47.59271312,854.03,801.5378441,72.65619586026973,2.127388473712831,4.880391293185984,0.2788082150000002,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
26.56890261,39.08373386,854.56,824.2833725,76.04944541389607,2.117543943854657,4.3822277686301145,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
28.70185715,78.06252851,860.31,859.5793154,81.31500532457486,0.8637170780232667,3.7536118038370674,0.21273214374999982,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
19.50081239,48.16378875,854.78,573.5841064,38.64933943138232,1.1751240826892677,2.649323056500629,0.0,0.3558443428102946,0.2824624856364255,1,1,ON,100.0,esp32-irrigation
19.49655406,55.29787959,856.01,761.2762369,66.64984251216816,1.0131264902698347,2.5616090670158553,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
29.63822079,41.08245597,853.96,738.718584,63.28462081726205,2.4485001502196146,5.227742318414044,0.3297775987499998,0.0,0.0,0,1,ON,100.0,esp32-irrigation
32.67367917,60.30390769,850.76,984.6096034,99.96741741563767,1.9605125510896468,5.3803703819352355,0.70920989625,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
25.81300635,42.08328337,857.36,322.6057696,1.207600803033677,1.9254188473597071,4.106826321004269,0.0,0.9798733199494387,0.9616032995386139,1,1,ON,100.0,esp32-irrigation
29.66185289,50.80355729,855.92,342.4431069,4.1669972503090085,2.0472902811900493,4.89375219240272,0.33273161124999984,0.9305500458281831,0.9305500458281831,1,1,ON,100.0,esp32-irrigation
37.98171538,39.37290809,855.02,459.3026495,21.60047181247518,4.0124285871647,7.016689685081131,1.0,0.6399921364587471,0.6399921364587471,1,1,ON,100.0,esp32-irrigation
34.11495609,47.51864582,851.23,708.9269297,58.84020801323746,2.8095375948060473,6.188964856313572,0.88936951125,0.019329866446042367,0.019329866446042367,0,1,ON,100.0,esp32-irrigation
37.21007959,55.09380817,856.64,716.3284146,59.94438483830067,2.8501832439460375,6.848976719966208,1.0,0.0009269193616554835,0.0009269193616554835,0,1,ON,100.0,esp32-irrigation
32.23315033,63.06073455,850.23,859.5118221,81.30493646154075,1.779652376114739,5.129560493083974,0.6541437912500001,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
26.40488684,65.21626683,855.9,471.7307481,23.45453469838617,1.1975127281176559,3.670054035204146,0.0,0.6090910883602305,0.4868941269037182,1,1,ON,100.0,esp32-irrigation
22.59447703,77.89861807,860.36,356.8913104,6.322425746622931,0.6058567467975133,2.7313026436135046,0.0,0.8946262375562845,0.5828169542495297,1,1,ON,100.0,esp32-irrigation
29.11025263,77.05742236,851.63,816.8858486,74.94585950328627,0.9248773254814402,3.8639729536405776,0.2637815787500002,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
24.0014384,40.66397833,853.3,580.6395043,39.701885907938625,1.7706907874356577,3.6921248983825854,0.0,0.33830190153435624,0.3189079658718905,1,1,ON,100.0,esp32-irrigation
23.62404301,81.25390177,855.01,343.5821256,4.336919646807262,0.5468691228569531,2.825236589001174,0.0,0.9277180058865456,0.590694085977717,1,1,ON,100.0,esp32-irrigation
34.93016874,70.08273855,852.15,612.9542349,44.52269917970264,1.6756706304556581,5.521868104585236,0.9912710924999999,0.25795501367162266,0.2370394169328928,1,1,ON,100.0,esp32-irrigation
36.05535467,64.95732428,849.4,550.3096529,35.17718316572388,2.088215865186039,6.165481869775519,1.0,0.413713613904602,0.413713613904602,1,1,ON,100.0,esp32-irrigation
30.65249738,44.64276776,854.09,530.7001898,32.25178170919288,2.438194185372939,5.42108394104457,0.4565621725,0.46247030484678525,0.46247030484678525,1,1,ON,100.0,esp32-irrigation
30.66098124,45.14644997,851.26,631.0901257,47.2282684801598,2.417179834308262,5.4043683348511165,0.4576226550000002,0.2128621919973367,0.2128621919973367,1,1,ON,100.0,esp32-irrigation
32.29177821,80.58091972,854.91,328.6156868,2.1041791764880093,0.938667104626679,4.35847870387679,0.6614722762499996,0.9649303470585332,0.7089022672892291,1,1,ON,100.0,esp32-irrigation
36.05820798,56.06359896,850.97,844.2972605,79.03518025056522,2.61860849553777,6.6009597711844314,1.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
31.18441036,58.3617159,857.73,653.7122726,50.60311159308103,1.8903673514288093,5.038568219260941,0.5230512950000001,0.1566148067819828,0.1523222827637393,1,1,ON,100.0,esp32-irrigation
32.47033071,59.3086458,851.75,760.850853,66.58638240240897,1.986802338725978,5.366585893191335,0.6837913387499999,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
35.23507181,47.15566418,852.57,369.5251553,8.207182513474272,3.0100911374737245,6.425454593802043,1.0,0.8632136247754288,0.8632136247754288,1,1,ON,100.0,esp32-irrigation
25.18080081,68.34245666,856.61,501.6309849,27.915146181693004,1.0136914989985282,3.35525861427611,0.0,0.5347475636384499,0.4028910466618427,1,1,ON,100.0,esp32-irrigation
34.44437465,64.22987538,850.39,568.1737744,37.84220906619062,1.950291617869383,5.707801500774939,0.93054683125,0.3692965155634897,0.3647072324847059,1,1,ON,100.0,esp32-irrigation
24.54964016,72.93700533,855.22,651.7931828,50.316815733398165,0.8345650715877935,3.141546780511039,0.0,0.1613864044433639,0.11436506626607511,1,1,ON,100.0,esp32-irrigation
26.82470594,55.628312,857.65,942.9932157,93.75895364626813,1.5658049652335488,4.012222329237526,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
29.73780117,42.36024859,850.01,518.5735772,30.442695454157835,2.4091506747923876,5.214197115699813,0.3422251462500001,0.4926217424307027,0.4926217424307027,1,1,ON,100.0,esp32-irrigation
33.48468031,46.21275521,854.04,381.472308,9.98949637549828,2.7800068071834807,6.0570875120388115,0.8105850387500002,0.8335083937416954,0.8335083937416954,1,1,ON,100.0,esp32-irrigation
22.02671892,59.30492665,855.61,664.9144841,52.27429278102841,1.0777032341834165,2.94688439765836,0.0,0.12876178698285987,0.09907264205909598,1,1,ON,100.0,esp32-irrigation
28.88158855,77.49552925,856.09,972.5860807,98.17371043652034,0.8953062812746556,3.8057794656018626,0.23519856875,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
36.28921986,70.51736779,850.15,625.3781277,46.37613463112534,1.7795492181381578,5.883860417930659,1.0,0.22706442281457767,0.21455029042895726,1,1,ON,100.0,esp32-irrigation
37.73960514,77.32795275,849.77,723.5181698,61.01697515996946,1.4809485523615167,5.828475997597812,1.0,0.0,0.0,0,1,ON,100.0,esp32-irrigation
37.58065491,44.17612445,854.4,557.156998,36.19869167040653,3.615158004410547,6.92936401795265,1.0,0.3966884721598911,0.3966884721598911,1,1,ON,100.0,esp32-irrigation
26.57489179,42.06367334,855.15,756.9882074,66.01014076811848,2.014666687652369,4.3064594362003605,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
30.97364476,78.23391407,854.51,836.9893805,77.94496769925097,0.9763952335111011,4.189715204905819,0.4967055949999999,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
20.56784751,48.02534097,856.0,582.0687349,39.91510302957204,1.2586959299770881,2.846162054755611,0.0,0.33474828284046604,0.27271071671476144,1,1,ON,100.0,esp32-irrigation
27.41784152,52.71555125,852.61,911.7286463,89.09480672933525,1.7276216041521033,4.235372241674436,0.052230189999999954,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
32.10803269,65.76854534,854.33,706.9059611,58.538713553348686,1.637591540544114,4.975595442476875,0.6385040862500002,0.02435477411085524,0.022148180069377455,0,1,ON,100.0,esp32-irrigation
19.62073242,71.92000363,855.98,932.2902582,92.16225274221895,0.6413313873851593,2.3770548488710888,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
28.19932981,52.72026473,852.43,641.3743433,48.762500447292105,1.8079879591529724,4.433651970583457,0.14991622624999978,0.18729165921179824,0.1783010957820774,1,1,ON,100.0,esp32-irrigation
19.55502617,70.2242948,859.92,755.149757,65.73587494806551,0.677291119034434,2.388303009259786,0.0,0.0,0.0,0,0,OFF,0.0,esp32-irrigation
31.98781797,75.48149285,854.95,610.1538495,44.104928867163686,1.1649976557752728,4.519722967883556,0.6234772462499998,0.26491785221393854,0.20961609530753392,1,1,ON,100.0,esp32-irrigation
