Soil Moisture,Temperature,Air Humidity,Atmospheric Pressure (Kathmandu),Pump Data
716.3284146,37.21007959,55.09380817,856.64,0
859.5118221,32.23315033,63.06073455,850.23,0
471.7307481,26.40488684,65.21626683,855.9,1
356.8913104,22.59447703,77.89861807,860.36,1
816.8858486,29.11025263,77.05742236,851.63,0
580.6395043,24.0014384,40.66397833,853.3,1
343.5821256,23.62404301,81.25390177,855.01,1
612.9542349,34.93016874,70.08273855,852.15,1
550.3096529,36.05535467,64.95732428,849.4,1
530.7001898,30.65249738,44.64276776,854.09,1
631.0901257,30.66098124,45.14644997,851.26,1
328.6156868,32.29177821,80.58091972,854.91,1
844.2972605,36.05820798,56.06359896,850.97,0
653.7122726,31.18441036,58.3617159,857.73,1
760.850853,32.47033071,59.3086458,851.75,0
369.5251553,35.23507181,47.15566418,852.57,1
501.6309849,25.18080081,68.34245666,856.61,1
568.1737744,34.44437465,64.22987538,850.39,1
651.7931828,24.54964016,72.93700533,855.22,1
942.9932157,26.82470594,55.628312,857.65,0
518.5735772,29.73780117,42.36024859,850.01,1
381.472308,33.48468031,46.21275521,854.04,1
664.9144841,22.02671892,59.30492665,855.61,1
972.5860807,28.88158855,77.49552925,856.09,0
625.3781277,36.28921986,70.51736779,850.15,1
723.5181698,37.73960514,77.32795275,849.77,0
557.156998,37.58065491,44.17612445,854.4,1
756.9882074,26.57489179,42.06367334,855.15,0
836.9893805,30.97364476,78.23391407,854.51,0
582.0687349,20.56784751,48.02534097,856.0,1
911.7286463,27.41784152,52.71555125,852.61,0
706.9059611,32.10803269,65.76854534,854.33,0
932.2902582,19.62073242,71.92000363,855.98,0
641.3743433,28.19932981,52.72026473,852.43,1
755.149757,19.55502617,70.2242948,859.92,0
610.1538495,31.98781797,75.48149285,854.95,1
510.6256273,33.48002515,42.29105088,850.6,1
340.6481736,19.12130224,41.90681788,856.95,1
463.3468855,36.3426164,48.32681051,850.8,1
763.4836129,38.62305068,42.58714579,854.93,0
447.9522593,21.24906597,55.25218109,857.95,1
419.1618849,31.75767614,60.7695804,851.74,1
466.8534619,28.3090488,77.69331312,856.61,1
430.3409202,19.03325563,72.64587849,856.35,1
411.0258824,28.69651794,52.68139078,856.21,1
376.8159253,34.3335776,79.16806373,858.22,1
474.9414563,26.06121777,65.19703963,853.86,1
931.2166581,37.31260682,64.1780947,851.24,0
502.0771967,27.30277475,72.48243227,852.1,1
876.6986199,33.84527375,48.88833906,851.5,0
730.7983229,21.96236733,70.66994998,854.77,0
743.533748,27.95102439,66.91957896,855.1,0
784.3275212,20.31032068,61.36242226,855.85,0
572.6359758,29.47721139,61.07487417,856.13,1
699.4168861,37.0110057,71.61838209,853.19,0
519.7448901,24.88372851,66.14902746,858.25,1
941.9526775,24.85574395,60.22665006,853.96,0
851.8605542,23.87928663,79.09572054,861.53,0
602.4404926,38.43845355,69.31925453,854.55,1
676.8233332,38.98375275,48.98221872,850.78,1
691.1002766,21.59014837,59.86100468,852.33,0
649.1586643,28.89722677,72.63972044,855.34,1
721.8148154,35.24369834,54.50933381,852.81,0
533.7241018,29.2695669,60.31395542,855.87,1
977.4477583,20.15028243,50.87311044,856.37,0
335.7729138,37.76078676,42.93327343,852.89,1
510.7812676,21.44926502,61.91337371,852.91,1
975.7451713,25.93914854,45.85930493,850.7,0
479.5791021,32.73590714,48.09233533,852.56,1
459.3091915,28.64688311,38.79075255,856.3,1
622.4469442,21.17060744,57.89514171,855.59,1
487.8721177,36.90276604,64.55613427,850.06,1
888.6196191,34.09282126,67.59127863,853.94,0
397.4314266,28.14159872,70.59726873,855.19,1
667.8889555,34.43222847,58.10239248,851.26,1
709.3983578,23.73334374,66.27881754,855.14,0
882.3715166,38.62075263,38.85305738,853.11,0
981.7841172,20.77267631,54.9587865,852.25,0
511.9809734,23.81252476,43.53032638,855.64,1
660.3365648,31.48302944,59.44479937,855.22,1
750.1707403,32.01421487,56.57617393,856.47,0
940.1995842,38.29929024,57.72419082,855.64,0
369.8980818,26.72492867,76.46813156,850.95,1
899.4106889,34.59359525,63.29160206,851.1,0
690.2098359,37.01726989,40.303152,854.45,0
583.4102308,32.50128001,66.13008074,854.98,1
340.2268032,36.95236905,61.7302681,854.45,1
971.6879052,37.40455316,70.60308703,862.74,0
658.8075073,18.39314952,73.33170117,856.82,1
768.9803799,38.32882286,41.2526544,855.84,0
450.553998,36.83133191,71.52150595,855.57,1
845.6365296,32.74163727,70.13592877,855.3,0
971.02305,29.69820284,39.69339358,853.25,0
646.2945361,22.06537271,79.81485839,856.85,1
941.3723198,32.4772021,70.34219447,851.77,0
931.7347173,23.70042927,51.19909658,854.16,0
853.1525517,35.75297115,61.43612074,852.1,0
815.8048516,26.50090955,69.8118863,854.62,0
314.5110162,33.59498799,71.55487495,859.36,1
326.9246013,23.20531605,69.84782071,850.15,1
317.0477946,20.57919098,45.57045455,856.85,1
538.8714092,30.87930817,53.51187938,849.86,1
603.1985948,27.57094964,44.28187623,853.11,1
601.8775081,33.46038092,81.26740715,856.31,1
936.2918345,31.56900143,74.51425823,853.97,0
776.1083581,25.21726357,43.86851446,851.88,0
487.3414107,25.28693515,54.68116237,852.78,1
387.8460711,20.02291105,46.04152574,856.9,1
961.0185752,20.1466308,80.1029758,853.36,0
968.3064212,21.62493783,58.41349063,855.55,0
953.3472039,19.96646722,76.25676716,855.32,0
525.8158836,19.90370961,77.89804196,853.58,1
875.2291588,30.78703296,48.30740647,859.27,0
700.0782097,21.14581903,44.554376,856.65,0
775.4065809,24.04732436,73.41661446,849.65,0
498.0949469,32.77765962,54.68038381,854.13,1
502.6509058,21.83575819,38.76723376,853.33,1
583.453298,30.37214672,38.69525471,856.09,1
916.5955197,29.82178446,74.59444184,852.04,0
584.6279417,25.02030431,53.68977186,854.31,1
732.1867243,30.69075287,49.88830091,855.18,0
744.7648632,25.888154,77.83079457,856.66,0
328.3617978,31.29363922,58.7362663,850.84,1
907.9553649,20.19811065,42.37221302,854.34,0
596.6268785,21.95947665,53.09095552,853.78,1
647.815273,20.52524238,39.82211644,853.5,1
525.6421453,35.13893199,53.73724157,857.8,1
913.4611539,23.61996582,58.31014591,855.78,0
549.4444564,27.98793106,75.64187376,851.09,1
925.4460291,21.09114645,57.3407776,857.36,0
809.6380006,30.17273369,70.19543203,859.28,0
700.2228324,19.65435171,53.83813867,857.82,0
444.7419024,32.32824783,52.84641391,849.92,1
591.7704172,25.32425607,72.96533491,853.35,1
375.5391579,20.89732904,41.66124511,858.26,1
499.9039972,32.82058782,67.90740174,851.89,1
350.7498246,24.7932803,47.29524282,855.73,1
516.0959755,22.90275255,62.95637252,856.79,1
711.2870605,33.00537469,75.49172108,851.32,0
750.2619903,29.7862007,73.90159317,853.88,0
850.7213582,28.36371128,65.17645312,846.09,0
775.4189213,28.76767419,55.52940988,851.59,0
829.2390953,25.18794099,42.38415751,853.95,0
859.3998765,25.59238842,43.45129763,851.41,0
540.8247005,20.34959659,72.13734976,859.24,1
713.5948282,23.97497287,46.0204047,851.15,0
477.5211014,21.05278888,67.10195475,853.97,1
664.62704,26.31763165,42.5794163,854.77,1
658.7575893,22.86411147,58.67516189,858.46,1
560.1368757,29.51032647,79.75665544,850.47,1
854.2611814,37.3878475,53.65013921,856.02,0
970.3550923,37.7600683,50.23740098,853.09,0
795.678058,25.28291315,75.69513723,852.11,0
400.6241727,21.05360584,61.23333244,856.23,1
478.1030409,29.56103915,43.79085936,854.55,1
688.2043706,25.7703769,73.92037316,853.01,0
347.9880239,34.12205639,60.50837005,853.68,1
515.549803,22.51021124,63.80556755,853.94,1
433.6503126,34.03259122,54.10872441,853.8,1
707.6423586,38.08855045,64.59754627,854.68,0
418.5890937,28.092736,52.22665191,858.19,1
964.6941636,35.49308122,42.98836862,850.25,0
346.0072383,38.74010263,40.42691826,858.28,1
536.6965723,18.04562376,69.49223436,850.55,1
626.4433253,18.7885571,75.30520844,854.97,1
802.9147537,22.59559292,40.63851895,856.36,0
394.8078072,33.05202452,63.483429,854.34,1
706.6801657,21.03142206,81.0624899,853.52,0
474.0306089,37.05338508,68.59722314,852.63,1
566.2980198,37.29350844,70.03476391,851.89,1
654.4342225,25.96981321,67.4054608,853.01,1
556.7583466,21.77420939,77.16772892,857.11,1
745.3244493,19.10501023,63.80477998,856.2,0
777.7898994,23.62544552,63.05003005,853.03,0
899.0348564,22.76031482,48.2711668,857.12,0
699.3081603,21.90009999,72.92386873,855.74,0
323.8603118,37.03614625,42.74534302,855.19,1
951.0137354,35.20084125,45.67611975,854.95,0
810.5694342,32.28461613,56.27765434,851.65,0
576.6421448,28.93410596,41.43890154,852.73,1
952.4619199,37.47040537,51.12904756,854.97,0
603.3552253,37.7429928,39.53782934,854.6,1
691.5138807,36.15828165,69.67124858,853.21,0
314.8306485,27.97933696,62.35873129,854.54,1
874.0548841,21.06581973,53.92178816,858.27,0
801.0478617,35.70978452,72.84550331,851.84,0
455.2842278,32.33313773,68.55599403,855.09,1
438.4273184,27.15720864,69.27381179,853.84,1
545.9472475,24.64555541,76.09591583,854.1,1
591.8485728,37.3562437,79.46932094,855.86,1
385.1969923,38.6600172,73.60851221,855.02,1
682.278218,28.92008812,52.11539667,856.16,0
786.1124603,19.34344335,80.55336687,858.54,0
732.2515907,23.23969115,52.90227943,854.86,0
954.4160163,22.75061775,64.1561389,856.57,0
400.3056792,30.94334925,76.71180447,853.11,1
550.5436597,26.78647556,46.03085039,855.2,1
950.3219321,24.94407796,52.00382716,854.28,0
900.5903422,21.77951708,62.41328463,855.23,0
595.1944838,33.88432762,78.86009641,855.02,1
767.541771,38.00055277,58.95708995,850.99,0
617.4804099,21.22292547,49.53367285,860.28,1
743.8156669,34.85652452,53.26276815,850.9,0
678.2163406,28.01313321,58.22029426,851.2,1
922.4233099,23.58289149,39.22574001,857.67,0
548.7078119,25.90978881,43.39140052,856.47,1
643.680569,24.81508818,51.85650627,856.18,1
783.105208,19.58978838,66.36868278,856.82,0
612.2345221,34.97003219,41.4853933,853.37,1
680.6630939,31.08826754,73.96810956,851.63,1
438.8704127,34.56218172,55.89046785,853.64,1
846.5366967,18.45160356,58.90983537,853.69,0
315.0687518,35.00805429,67.80622545,855.84,1
352.1838214,24.42529874,48.60243681,854.3,1
944.4580077,34.66289723,39.05143443,851.38,0
498.8830547,28.94137254,64.14341877,853.32,1
320.3407851,31.68462827,70.65105297,854.83,1
627.1491434,34.44553299,46.85157527,852.06,1
818.4240494,21.05036779,39.15056198,853.02,0
491.5146171,38.64525079,65.09017888,853.57,1
396.8247143,25.06028839,71.29580483,855.21,1
753.4293625,34.78510786,55.21350843,852.16,0
629.0880023,30.62484714,76.69472676,852.75,1
472.4148053,25.34217794,42.43423806,855.14,1
422.9271637,34.94844096,46.68273708,849.79,1
920.3563143,26.11007528,68.80425056,850.95,0
396.1873216,34.24618538,70.39869471,851.69,1
513.7249077,18.62049571,45.19446313,854.83,1
480.5654407,20.68289473,44.33889236,855.9,1
839.8127319,25.29110443,62.95370189,858.25,0
443.6530976,27.24063361,39.04218351,856.48,1
720.4648464,36.08807704,81.25275284,852.87,0
591.5367559,29.32185133,38.62366615,854.03,1
803.9366874,20.09083503,69.96912367,852.68,0
803.6978356,26.25967073,39.02872896,854.4,0
844.9427376,25.12842393,78.17095604,853.86,0
439.9940878,22.84876622,54.20839443,855.66,1
870.4558609,25.46312651,65.96604603,852.48,0
467.4725687,25.40140352,73.03983178,855.85,1
776.0257868,27.21937541,45.90056323,858.17,0
580.8616965,33.10112369,45.67730177,853.36,1
984.177495,37.28073676,79.15735017,854.13,0
484.747617,24.54923461,73.57998875,856.38,1
612.731316,38.30106906,40.35068229,852.0,1
637.8018802,37.8195853,70.85097646,853.62,1
827.4999962,29.81101635,38.8661281,854.05,0
960.2863964,30.52903301,79.903196,854.18,0
952.5404898,30.11833525,77.59880016,852.05,0
732.4813806,34.81907373,43.09319288,853.48,0
717.6937348,24.13886404,48.92517527,855.95,0
622.636939,28.20253893,67.51298597,857.84,1
472.3562802,27.40750908,77.92590076,856.71,1
516.4788063,22.0667502,46.52886097,860.33,1
489.694382,30.04449357,80.63023241,852.08,1
931.4820084,21.73983164,38.29166808,857.17,0
768.6082338,29.03830794,76.74970929,854.57,0
591.3579467,25.536238,62.90982634,860.01,1
406.0014434,36.17255827,56.40920628,851.24,1
970.1057219,19.84691837,69.92417688,853.12,0
820.9757999,19.57319679,42.86866478,853.75,0
413.8153826,21.6781965,76.95323731,849.69,1
632.233656,23.88780146,45.23588435,853.42,1
745.1945798,31.10317827,43.16950969,851.97,0
768.5427327,29.76043996,71.17944254,854.4,0
340.1917219,28.01483927,78.3721853,855.09,1
954.3504479,23.75044919,73.54626134,859.44,0
910.2128794,30.36600999,43.2572783,856.33,0
982.0529366,37.32422617,72.92041943,851.68,0
502.8338906,21.58123623,55.8568377,852.76,1
917.4931595,23.06153037,42.66778546,856.06,0
335.346961,28.44902869,39.504915,850.89,1
646.240886,21.36529747,53.66568181,859.61,1
953.3265446,24.85938228,39.35000841,857.57,0
467.1645847,28.1304323,71.87059266,853.05,1
617.0574443,28.15343986,55.54104585,849.94,1
843.2137374,27.89910931,46.21754781,857.64,0
626.8416068,20.36099588,53.03179025,854.87,1
436.420616,26.93680757,40.22559701,857.46,1
353.0036516,34.72321388,44.42303498,849.45,1
448.9210151,36.27439013,60.54049124,851.75,1
575.8246037,22.83539244,47.55073016,854.87,1
862.0829708,26.00784015,58.12462164,854.6,0
835.5262897,22.59322997,63.13648497,853.76,0
918.0926036,34.44929749,70.28475545,855.02,0
371.4096402,26.57203514,59.46495826,851.74,1
594.7727141,30.04343366,54.76592841,853.64,1
502.4192963,24.9617897,43.81799127,854.91,1
900.0608184,35.11111829,67.32314988,854.67,0
871.6862324,28.61179163,78.32114465,855.95,0
705.8785979,38.84395622,42.16186924,850.13,0
812.8163182,33.31756932,66.38175876,849.77,0
431.0813607,30.80433448,71.2069125,857.1,1
670.2607412,20.35116486,46.97948873,855.99,1
884.4500056,32.9784717,66.1443331,851.77,0
548.2942007,33.23731968,47.22353265,857.49,1
413.4421956,30.87874237,43.38539929,854.18,1
786.8011496,36.16843671,62.85887501,856.21,0
754.2779219,25.91637957,43.35571559,854.66,0
805.0151715,20.22050148,76.04881326,860.33,0
640.1042214,38.23912474,58.38012305,857.4,1
698.3912156,21.19904137,77.79926767,854.43,0
831.5097276,24.86785461,45.0416189,857.04,0
918.6044897,37.69139443,49.77786395,854.69,0
394.9206133,22.91570594,62.37813802,858.27,1
338.9192405,23.25463649,40.81264793,852.4,1
847.7095883,18.81566942,41.1710621,857.06,0
956.4178092,28.09736731,62.12873366,856.87,0
445.1059596,28.36327999,74.64132024,849.8,1
414.42393,24.92426424,77.96384798,851.65,1
537.7852107,28.05777885,67.38825919,849.13,1
820.4306482,22.34839496,43.57907194,854.24,0
715.3101417,34.40309337,42.53055423,855.27,0
888.8947055,21.86492988,75.00202916,858.73,0
415.5595049,19.40220642,81.00867517,855.46,1
327.568788,35.43919959,65.91462083,857.42,1
499.7401757,24.49442632,72.16404542,851.21,1
898.5554216,28.81186087,78.64252082,849.88,0
795.8522761,20.15140322,39.18421171,855.04,0
537.670384,24.64131032,57.13450433,855.6,1
407.2511016,22.35436314,39.09841951,854.84,1
782.6377895,26.60654188,58.19144948,849.24,0
679.6052505,29.32708738,53.81771787,853.86,1
668.0506646,24.55747789,48.11375794,851.39,1
815.6572895,32.77953595,54.91967854,855.34,0
867.4053279,36.46921183,59.79386426,854.14,0
891.0547276,20.29009658,44.2838586,852.82,0
559.7621657,18.53019064,78.16440849,854.09,1
834.2239138,27.46324246,53.03971003,851.66,0
732.7618468,28.19751304,52.17352557,854.06,0
624.5672426,26.07715885,64.22311969,856.86,1
457.1252841,38.99276957,51.17163807,850.46,1
371.7473063,26.12793092,50.5161481,855.72,1
356.8972374,26.23397111,67.97755607,853.13,1
444.9895453,26.51987971,61.74242461,852.44,1
676.8666745,19.84993106,38.38359734,854.95,1
666.2053415,24.45746477,65.82223707,852.08,1
595.209673,31.5460751,62.43318087,852.43,1
682.4074539,26.55487622,52.27685703,851.42,0
613.1324855,25.15093141,40.53539916,859.49,1
693.2586806,19.24440366,69.94039473,855.38,0
346.7220599,30.14880995,76.9855141,852.23,1
629.4443263,32.90652728,38.82544451,854.19,1
604.4545063,20.00700272,72.031064,854.92,1
960.2631669,29.2605884,58.48992882,853.54,0
625.1267353,36.31753572,57.29779336,854.78,1
622.4788974,28.6403978,77.83656883,856.06,1
482.1926291,38.10159934,64.73351041,851.7,1
473.9364675,36.13200848,77.87473608,851.82,1
501.9243508,22.6017739,48.68205707,854.2,1
580.1724019,24.10637738,64.75963108,848.95,1
467.3680592,29.78512136,54.10094859,850.24,1
699.8725208,33.24415566,71.11914019,857.03,0
825.4780262,24.58548821,77.91166663,858.76,0
541.2447639,22.97600015,64.3056719,854.22,1
517.7784592,20.15627798,60.32897602,856.62,1
404.4113304,31.05469027,75.38852134,854.65,1
548.0308517,22.74895478,81.00904267,862.57,1
916.0314823,33.05502689,65.67555505,856.43,0
944.930323,35.54655948,60.28069941,853.01,0
579.630127,27.05934195,39.86156831,851.96,1
318.4070049,29.41618253,45.22584642,850.05,1
326.3505069,30.02525645,59.47810081,854.51,1
414.6357796,20.04961418,71.52226406,853.3,1
732.4378223,22.15266556,58.39780898,851.39,0
838.6247357,18.81609313,78.49030942,853.73,0
946.4140835,35.24888224,40.01884344,850.67,0
697.1038105,25.87646756,49.61678191,858.71,0
574.8592823,27.61188098,39.46857363,856.49,1
641.8108033,28.00397306,79.81674815,854.22,1
494.839251,28.76178771,45.76211392,857.85,1
405.5148042,23.46437176,50.78125746,854.98,1
524.7637816,26.96046668,66.80331615,852.21,1
454.2769165,21.90644025,64.20777441,858.78,1
344.5576357,26.8937136,42.21870247,855.72,1
645.5056887,25.26013847,58.31039404,851.98,1
567.8731964,24.77847347,70.12354246,854.15,1
562.9062045,25.12174385,43.64597522,852.4,1
946.7498406,35.4764371,76.10637261,849.89,0
512.6146204,27.95296405,60.91751272,856.56,1
423.5743346,19.76831492,74.37512727,860.0,1
717.9804936,21.03731179,45.94132695,851.58,0
503.8111697,32.66366387,55.98388839,855.09,1
630.9723678,36.51254933,67.7612299,851.59,1
837.1342555,21.65722545,59.26445598,853.78,0
914.6207622,23.41660756,49.7526696,853.31,0
772.223124,33.15171533,62.62039607,851.46,0
781.9736213,23.08208429,63.76951298,854.95,0
657.0425591,22.64607889,75.48222748,852.81,1
801.0760446,31.87608619,55.49852492,854.45,0
920.9471006,23.0519635,64.49727489,854.71,0
629.9144482,27.55410419,75.98350497,853.7,1
726.4616954,32.74453903,72.18578631,851.4,0
856.8759288,37.77859552,41.40815689,851.62,0
723.4846117,37.5303185,63.79991839,854.98,0
640.0376859,33.84121767,52.62807631,854.79,1
727.3764752,30.22145048,57.10509277,851.53,0
683.9032897,28.67201329,77.8440927,854.41,0
464.0177106,20.86421022,44.97898717,856.97,1
347.1089122,23.4970212,49.37469553,850.61,1
476.8238527,28.12585734,46.79624196,855.58,1
476.3099234,19.02432627,66.46415534,853.66,1
956.5886084,36.18497602,48.18850146,854.68,0
652.9174016,31.62558139,66.26971235,851.9,1
625.2829594,37.42083024,60.64973856,848.6,1
826.4000674,30.08986712,70.18569499,849.92,0
567.1477765,22.46918252,77.19585126,855.02,1
775.5239668,28.41635239,69.11804008,854.84,0
959.0000596,26.22079778,45.34636263,852.19,0
382.4424039,35.75140227,68.88446655,854.91,1
776.8831149,19.69214955,58.49462092,851.08,0
652.0644108,18.73960288,60.4239302,855.19,1
800.4200495,25.21024574,68.06460263,851.55,0
872.5388816,19.72869198,78.96414539,853.6,0
480.0748866,21.01989215,53.51615,855.2,1
857.9497034,36.95020006,47.53961581,851.01,0
667.0091975,28.19888511,43.49551198,853.25,1
444.9091712,33.78016805,66.04181872,856.06,1
559.6378999,27.54149467,62.90485645,852.85,1
974.0068394,35.50887541,43.99354238,855.43,0
883.9055337,35.96848966,57.78761402,850.46,0
755.5170315,25.46710245,80.78954298,855.87,0
411.7343309,29.68374997,65.29827498,857.64,1
486.8212671,22.55504333,64.98600184,848.71,1
342.8508553,28.33013051,40.69928737,852.21,1
931.7229442,24.37850784,54.5680037,856.12,0
420.7140873,35.71578529,54.87595667,852.81,1
743.5847407,31.80604766,43.935236,854.71,0
437.2699805,20.22641955,41.83541442,853.66,1
397.6508479,18.57742084,47.38207512,855.59,1
760.0383363,20.1334337,46.49824521,854.79,0
332.9186418,25.04818379,58.3105613,857.51,1
317.2485158,19.72984713,54.3525619,855.87,1
808.0426108,32.73055813,75.73273778,854.52,0
321.9519001,27.94168801,66.18250604,853.22,1
537.2446327,19.57349816,72.09926813,854.03,1
778.9710956,26.94169863,62.05557324,853.29,0
741.1128924,26.86229526,46.28328142,855.36,0
891.2876483,38.29410775,39.31009086,851.95,0
965.3628289,22.39097429,38.10423005,855.64,0
719.7986989,28.05013039,42.60057533,859.42,0
954.9616493,23.46914078,55.03389225,856.96,0
498.2775594,36.82570401,66.94867241,852.37,1
747.9941152,34.72979139,73.59711735,856.44,0
534.1396539,36.76337377,66.00233782,852.17,1
843.832403,21.84857719,72.01291034,849.88,0
640.6292134,27.80596701,71.52907877,851.74,1
746.2443139,23.75255547,70.99852868,850.07,0
508.2848129,32.93323398,41.46368936,852.77,1
474.8386517,36.12916014,55.84923085,853.31,1
590.6910264,34.05696358,54.56956747,857.7,1
583.6209197,30.19661408,73.48937866,854.79,1
521.8640974,31.80548785,56.52548695,853.24,1
652.4186022,25.17815146,70.38481056,856.65,1
984.3243712,18.01840675,43.29315263,849.91,0
942.3638069,32.35752179,59.21822333,854.31,0
907.3036274,35.2900845,40.64796429,855.29,0
790.8170323,24.02391081,73.24790493,851.02,0
975.5447393,31.04963498,59.61775864,856.73,0
680.6427015,21.4734207,64.14521188,855.87,1
771.2760712,24.49479856,61.12188411,853.62,0
